state,age_band,income_tier,n_units,year
AR,45_54,1_10k,20997,2022
AR,45_54,10_25k,14652,2022
AR,45_54,25_50k,685,2022
AR,55_64,neg_zero,15240,2022
AR,55_64,1_10k,26045,2022
AR,55_64,10_25k,23625,2022
AR,55_64,25_50k,660,2022
AR,65_74,neg_zero,4523,2022
AR,65_74,1_10k,20379,2022
AR,65_74,10_25k,21856,2022
AR,65_74,25_50k,766,2022
AR,75p,neg_zero,3759,2022
AR,75p,1_10k,21379,2022
AR,75p,10_25k,15465,2022
AR,75p,25_50k,804,2022
AZ,18_25,neg_zero,177626,2022
AZ,18_25,1_10k,130439,2022
AZ,18_25,10_25k,52020,2022
AZ,18_25,25_50k,114,2022
AZ,26_34,neg_zero,67562,2022
AZ,26_34,1_10k,52444,2022
AZ,26_34,10_25k,40150,2022
AZ,26_34,25_50k,1168,2022
AZ,35_44,neg_zero,52112,2022
AZ,35_44,1_10k,37889,2022
AZ,35_44,10_25k,29572,2022
AZ,35_44,25_50k,1181,2022
AZ,45_54,neg_zero,39990,2022
AZ,45_54,1_10k,34018,2022
AZ,45_54,10_25k,25492,2022
AZ,45_54,25_50k,1412,2022
AZ,55_64,neg_zero,39871,2022
AZ,55_64,1_10k,50334,2022
AZ,55_64,10_25k,31496,2022
AZ,55_64,25_50k,1181,2022
AZ,65_74,neg_zero,17101,2022
AZ,65_74,1_10k,41349,2022
AZ,65_74,10_25k,39343,2022
AZ,65_74,25_50k,1316,2022
AZ,75p,neg_zero,15754,2022
AZ,75p,1_10k,33295,2022
AZ,75p,10_25k,33206,2022
AZ,75p,25_50k,1682,2022
CA,18_25,neg_zero,1006549,2022
CA,18_25,1_10k,735059,2022
CA,18_25,10_25k,284842,2022
CA,18_25,25_50k,1163,2022
CA,26_34,neg_zero,371193,2022
CA,26_34,1_10k,340936,2022
CA,26_34,10_25k,200174,2022
CA,26_34,25_50k,3475,2022
CA,35_44,neg_zero,231773,2022
CA,35_44,1_10k,221247,2022
CA,35_44,10_25k,197799,2022
CA,35_44,25_50k,9005,2022
CA,45_54,neg_zero,200296,2022
CA,45_54,1_10k,188334,2022
CA,45_54,10_25k,171388,2022
CA,45_54,25_50k,7756,2022
CA,55_64,neg_zero,242688,2022
CA,55_64,1_10k,231954,2022
CA,55_64,10_25k,221908,2022
CA,55_64,25_50k,7774,2022
CA,65_74,neg_zero,136360,2022
CA,65_74,1_10k,216754,2022
CA,65_74,10_25k,274761,2022
CA,65_74,25_50k,8723,2022
CA,75p,neg_zero,117464,2022
CA,75p,1_10k,228036,2022
CA,75p,10_25k,252460,2022
CA,75p,25_50k,4342,2022
CO,18_25,neg_zero,91046,2022
CO,18_25,1_10k,106911,2022
CO,18_25,10_25k,41001,2022
CO,26_34,neg_zero,33721,2022
CO,26_34,1_10k,31600,2022
CO,26_34,10_25k,24750,2022
CO,26_34,25_50k,1123,2022
CO,35_44,neg_zero,25141,2022
CO,35_44,1_10k,26363,2022
CO,35_44,10_25k,24160,2022
CO,35_44,25_50k,1305,2022
CO,45_54,neg_zero,17896,2022
CO,45_54,1_10k,20761,2022
CO,45_54,10_25k,14985,2022
CO,45_54,25_50k,647,2022
CO,55_64,neg_zero,17911,2022
CO,55_64,1_10k,32686,2022
CO,55_64,10_25k,21753,2022
CO,55_64,25_50k,217,2022
CO,65_74,neg_zero,8473,2022
CO,65_74,1_10k,21271,2022
CO,65_74,10_25k,24101,2022
CO,65_74,25_50k,1210,2022
CO,75p,neg_zero,6296,2022
CO,75p,1_10k,24287,2022
CO,75p,10_25k,17735,2022
CO,75p,25_50k,652,2022
CT,18_25,neg_zero,62291,2022
CT,18_25,1_10k,74794,2022
CT,18_25,10_25k,24389,2022
CT,18_25,25_50k,37,2022
CT,26_34,neg_zero,20844,2022
CT,26_34,1_10k,24040,2022
CT,26_34,10_25k,15522,2022
CT,26_34,25_50k,110,2022
CT,35_44,neg_zero,18096,2022
CT,35_44,1_10k,17862,2022
CT,35_44,10_25k,16047,2022
CT,35_44,25_50k,355,2022
CT,45_54,neg_zero,12135,2022
CT,45_54,1_10k,12985,2022
CT,45_54,10_25k,14044,2022
CT,45_54,25_50k,675,2022
CT,55_64,neg_zero,14933,2022
CT,55_64,1_10k,24202,2022
CT,55_64,10_25k,15032,2022
CT,55_64,25_50k,300,2022
CT,65_74,neg_zero,7545,2022
CT,65_74,1_10k,17291,2022
CT,65_74,10_25k,17839,2022
CT,65_74,25_50k,336,2022
CT,75p,neg_zero,8279,2022
CT,75p,1_10k,19318,2022
CT,75p,10_25k,13478,2022
CT,75p,25_50k,229,2022
DC,18_25,neg_zero,13013,2022
DC,18_25,1_10k,9559,2022
DC,18_25,10_25k,3946,2022
DC,26_34,neg_zero,7110,2022
DC,26_34,1_10k,8656,2022
DC,26_34,10_25k,2571,2022
DC,26_34,25_50k,191,2022
DC,35_44,neg_zero,2312,2022
DC,35_44,1_10k,4198,2022
DC,35_44,10_25k,2980,2022
DC,45_54,neg_zero,4229,2022
DC,45_54,1_10k,3355,2022
DC,45_54,10_25k,1503,2022
DC,55_64,neg_zero,2556,2022
DC,55_64,1_10k,5069,2022
DC,55_64,10_25k,3088,2022
DC,65_74,neg_zero,1973,2022
DC,65_74,1_10k,4557,2022
DC,65_74,10_25k,3088,2022
DC,75p,neg_zero,1135,2022
DC,75p,1_10k,3407,2022
DC,75p,10_25k,2597,2022
DE,18_25,neg_zero,18963,2022
DE,18_25,1_10k,16074,2022
DE,18_25,10_25k,5229,2022
DE,26_34,neg_zero,4817,2022
DE,26_34,1_10k,7924,2022
DE,26_34,10_25k,5092,2022
DE,26_34,25_50k,114,2022
DE,35_44,neg_zero,5481,2022
DE,35_44,1_10k,5648,2022
DE,35_44,10_25k,3273,2022
DE,35_44,25_50k,265,2022
DE,45_54,neg_zero,3074,2022
DE,45_54,1_10k,3209,2022
DE,45_54,10_25k,2105,2022
DE,45_54,25_50k,55,2022
DE,55_64,neg_zero,3164,2022
DE,55_64,1_10k,6359,2022
DE,55_64,10_25k,5966,2022
DE,65_74,neg_zero,1566,2022
DE,65_74,1_10k,4528,2022
DE,65_74,10_25k,3830,2022
DE,65_74,25_50k,101,2022
DE,75p,neg_zero,2876,2022
DE,75p,1_10k,4373,2022
DE,75p,10_25k,3812,2022
DE,75p,25_50k,58,2022
FL,18_25,neg_zero,488797,2022
FL,18_25,1_10k,368251,2022
FL,18_25,10_25k,134359,2022
FL,18_25,25_50k,538,2022
FL,26_34,neg_zero,190298,2022
FL,26_34,1_10k,167675,2022
FL,26_34,10_25k,106565,2022
FL,26_34,25_50k,3215,2022
FL,35_44,neg_zero,130662,2022
FL,35_44,1_10k,126274,2022
FL,35_44,10_25k,96950,2022
FL,35_44,25_50k,2265,2022
FL,45_54,neg_zero,110545,2022
FL,45_54,1_10k,106522,2022
FL,45_54,10_25k,91716,2022
FL,45_54,25_50k,2522,2022
FL,55_64,neg_zero,135558,2022
FL,55_64,1_10k,155339,2022
FL,55_64,10_25k,137184,2022
FL,55_64,25_50k,5900,2022
FL,65_74,neg_zero,75442,2022
FL,65_74,1_10k,155235,2022
FL,65_74,10_25k,161032,2022
FL,65_74,25_50k,5191,2022
FL,75p,neg_zero,75822,2022
FL,75p,1_10k,180004,2022
FL,75p,10_25k,169034,2022
FL,75p,25_50k,4002,2022
GA,18_25,neg_zero,306372,2022
GA,18_25,1_10k,243180,2022
GA,18_25,10_25k,78824,2022
GA,18_25,25_50k,286,2022
GA,26_34,neg_zero,81611,2022
GA,26_34,1_10k,92359,2022
GA,26_34,10_25k,59543,2022
GA,26_34,25_50k,2162,2022
GA,35_44,neg_zero,67234,2022
GA,35_44,1_10k,72410,2022
GA,35_44,10_25k,53472,2022
GA,35_44,25_50k,2568,2022
GA,45_54,neg_zero,49536,2022
GA,45_54,1_10k,58599,2022
GA,45_54,10_25k,43215,2022
GA,45_54,25_50k,933,2022
GA,55_64,neg_zero,53483,2022
GA,55_64,1_10k,77672,2022
GA,55_64,10_25k,52662,2022
GA,55_64,25_50k,993,2022
GA,65_74,neg_zero,24168,2022
GA,65_74,1_10k,60110,2022
GA,65_74,10_25k,66610,2022
GA,65_74,25_50k,1578,2022
GA,75p,neg_zero,19851,2022
GA,75p,1_10k,49716,2022
GA,75p,10_25k,53396,2022
GA,75p,25_50k,1744,2022
HI,18_25,neg_zero,26978,2022
HI,18_25,1_10k,27373,2022
HI,18_25,10_25k,7963,2022
HI,18_25,25_50k,372,2022
HI,26_34,neg_zero,11314,2022
HI,26_34,1_10k,11087,2022
HI,26_34,10_25k,7705,2022
HI,26_34,25_50k,54,2022
HI,35_44,neg_zero,9914,2022
HI,35_44,1_10k,8778,2022
HI,35_44,10_25k,4871,2022
HI,35_44,25_50k,177,2022
HI,45_54,neg_zero,6108,2022
HI,45_54,1_10k,7337,2022
HI,45_54,10_25k,4896,2022
HI,45_54,25_50k,216,2022
HI,55_64,neg_zero,7038,2022
HI,55_64,1_10k,11016,2022
HI,55_64,10_25k,7828,2022
HI,55_64,25_50k,250,2022
HI,65_74,neg_zero,3258,2022
HI,65_74,1_10k,9371,2022
HI,65_74,10_25k,8154,2022
HI,65_74,25_50k,8,2022
HI,75p,neg_zero,4015,2022
HI,75p,1_10k,9952,2022
HI,75p,10_25k,5718,2022
HI,75p,25_50k,540,2022
IA,18_25,neg_zero,39796,2022
IA,18_25,1_10k,74864,2022
IA,18_25,10_25k,20277,2022
IA,26_34,neg_zero,15110,2022
IA,26_34,1_10k,19662,2022
IA,26_34,10_25k,15476,2022
IA,26_34,25_50k,586,2022
IA,35_44,neg_zero,10226,2022
IA,35_44,1_10k,16593,2022
IA,35_44,10_25k,11380,2022
IA,35_44,25_50k,562,2022
IA,45_54,neg_zero,7586,2022
IA,45_54,1_10k,7771,2022
IA,45_54,10_25k,11670,2022
IA,55_64,neg_zero,8530,2022
IA,55_64,1_10k,14696,2022
IA,55_64,10_25k,16016,2022
IA,55_64,25_50k,392,2022
IA,65_74,neg_zero,2372,2022
IA,65_74,1_10k,10403,2022
IA,65_74,10_25k,13929,2022
IA,65_74,25_50k,340,2022
IA,75p,neg_zero,4422,2022
IA,75p,1_10k,18419,2022
IA,75p,10_25k,17143,2022
IA,75p,25_50k,271,2022
ID,18_25,neg_zero,26511,2022
ID,18_25,1_10k,39441,2022
ID,18_25,10_25k,14689,2022
ID,18_25,25_50k,203,2022
ID,26_34,neg_zero,9806,2022
ID,26_34,1_10k,9675,2022
ID,26_34,10_25k,9634,2022
ID,26_34,25_50k,294,2022
ID,35_44,neg_zero,7229,2022
ID,35_44,1_10k,8944,2022
ID,35_44,10_25k,7352,2022
ID,35_44,25_50k,281,2022
ID,45_54,neg_zero,5044,2022
ID,45_54,1_10k,5988,2022
ID,45_54,10_25k,8084,2022
ID,45_54,25_50k,15,2022
ID,55_64,neg_zero,4484,2022
ID,55_64,1_10k,10203,2022
ID,55_64,10_25k,10397,2022
ID,55_64,25_50k,366,2022
ID,65_74,neg_zero,1973,2022
ID,65_74,1_10k,7894,2022
ID,65_74,10_25k,11180,2022
ID,65_74,25_50k,550,2022
ID,75p,neg_zero,2298,2022
ID,75p,1_10k,6045,2022
ID,75p,10_25k,7401,2022
ID,75p,25_50k,699,2022
IL,18_25,neg_zero,254342,2022
IL,18_25,1_10k,265887,2022
IL,18_25,10_25k,88417,2022
IL,18_25,25_50k,115,2022
IL,26_34,neg_zero,85111,2022
IL,26_34,1_10k,102295,2022
IL,26_34,10_25k,57597,2022
IL,26_34,25_50k,237,2022
IL,35_44,neg_zero,69218,2022
IL,35_44,1_10k,68533,2022
IL,35_44,10_25k,53426,2022
IL,35_44,25_50k,1704,2022
IL,45_54,neg_zero,53275,2022
IL,45_54,1_10k,59689,2022
IL,45_54,10_25k,46738,2022
IL,45_54,25_50k,2635,2022
IL,55_64,neg_zero,58874,2022
IL,55_64,1_10k,80309,2022
IL,55_64,10_25k,61115,2022
IL,55_64,25_50k,1842,2022
IL,65_74,neg_zero,28920,2022
IL,65_74,1_10k,69543,2022
IL,65_74,10_25k,65003,2022
IL,65_74,25_50k,2235,2022
IL,75p,neg_zero,35884,2022
IL,75p,1_10k,65119,2022
IL,75p,10_25k,55891,2022
IL,75p,25_50k,1743,2022
IN,18_25,neg_zero,131326,2022
IN,18_25,1_10k,150862,2022
IN,18_25,10_25k,51057,2022
IN,18_25,25_50k,245,2022
IN,26_34,neg_zero,41257,2022
IN,26_34,1_10k,47780,2022
IN,26_34,10_25k,32307,2022
IN,26_34,25_50k,708,2022
IN,35_44,neg_zero,34612,2022
IN,35_44,1_10k,39405,2022
IN,35_44,10_25k,26044,2022
IN,35_44,25_50k,1972,2022
IN,45_54,neg_zero,32254,2022
IN,45_54,1_10k,30846,2022
IN,45_54,10_25k,27352,2022
IN,45_54,25_50k,579,2022
IN,55_64,neg_zero,21750,2022
IN,55_64,1_10k,44161,2022
IN,55_64,10_25k,40259,2022
IN,55_64,25_50k,1403,2022
IN,65_74,neg_zero,12124,2022
IN,65_74,1_10k,29757,2022
IN,65_74,10_25k,34818,2022
IN,65_74,25_50k,992,2022
IN,75p,neg_zero,8082,2022
IN,75p,1_10k,30848,2022
IN,75p,10_25k,28421,2022
IN,75p,25_50k,1265,2022
KS,18_25,neg_zero,43723,2022
KS,18_25,1_10k,71976,2022
KS,18_25,10_25k,25406,2022
KS,18_25,25_50k,360,2022
KS,26_34,neg_zero,16562,2022
KS,26_34,1_10k,22582,2022
KS,26_34,10_25k,9979,2022
KS,26_34,25_50k,51,2022
KS,35_44,neg_zero,12394,2022
KS,35_44,1_10k,14487,2022
KS,35_44,10_25k,11160,2022
KS,35_44,25_50k,86,2022
KS,45_54,neg_zero,9118,2022
KS,45_54,1_10k,12974,2022
KS,45_54,10_25k,9463,2022
KS,45_54,25_50k,126,2022
KS,55_64,neg_zero,9046,2022
KS,55_64,1_10k,16861,2022
KS,55_64,10_25k,11851,2022
KS,55_64,25_50k,1764,2022
KS,65_74,neg_zero,3780,2022
KS,65_74,1_10k,13402,2022
KS,65_74,10_25k,12781,2022
KS,65_74,25_50k,52,2022
KS,75p,neg_zero,2646,2022
KS,75p,1_10k,14664,2022
KS,75p,10_25k,12507,2022
KS,75p,25_50k,228,2022
KY,18_25,neg_zero,109006,2022
KY,18_25,1_10k,91669,2022
KY,18_25,10_25k,40230,2022
KY,18_25,25_50k,348,2022
KY,26_34,neg_zero,35349,2022
KY,26_34,1_10k,39731,2022
KY,26_34,10_25k,28814,2022
KY,26_34,25_50k,812,2022
KY,35_44,neg_zero,31093,2022
KY,35_44,1_10k,35130,2022
KY,35_44,10_25k,25089,2022
KY,35_44,25_50k,822,2022
KY,45_54,neg_zero,21840,2022
KY,45_54,1_10k,30164,2022
KY,45_54,10_25k,22865,2022
KY,45_54,25_50k,355,2022
KY,55_64,neg_zero,19169,2022
KY,55_64,1_10k,39402,2022
KY,55_64,10_25k,41471,2022
KY,55_64,25_50k,687,2022
KY,65_74,neg_zero,6553,2022
KY,65_74,1_10k,23588,2022
KY,65_74,10_25k,35076,2022
KY,65_74,25_50k,650,2022
KY,75p,neg_zero,8934,2022
KY,75p,1_10k,22758,2022
KY,75p,10_25k,27043,2022
KY,75p,25_50k,531,2022
LA,18_25,neg_zero,139901,2022
LA,18_25,1_10k,107905,2022
LA,18_25,10_25k,37880,2022
LA,18_25,25_50k,76,2022
LA,26_34,neg_zero,45201,2022
LA,26_34,1_10k,43671,2022
LA,26_34,10_25k,39698,2022
LA,26_34,25_50k,365,2022
LA,35_44,neg_zero,39895,2022
LA,35_44,1_10k,40147,2022
LA,35_44,10_25k,39412,2022
LA,35_44,25_50k,626,2022
LA,45_54,neg_zero,33933,2022
LA,45_54,1_10k,31987,2022
LA,45_54,10_25k,23639,2022
LA,45_54,25_50k,1291,2022
LA,55_64,neg_zero,24742,2022
LA,55_64,1_10k,47502,2022
LA,55_64,10_25k,39315,2022
LA,55_64,25_50k,2076,2022
LA,65_74,neg_zero,9633,2022
LA,65_74,1_10k,38156,2022
LA,65_74,10_25k,38874,2022
LA,65_74,25_50k,1113,2022
LA,75p,neg_zero,7252,2022
LA,75p,1_10k,29322,2022
LA,75p,10_25k,28414,2022
LA,75p,25_50k,491,2022
MA,18_25,neg_zero,112386,2022
MA,18_25,1_10k,135126,2022
MA,18_25,10_25k,44628,2022
MA,26_34,neg_zero,36682,2022
MA,26_34,1_10k,48570,2022
MA,26_34,10_25k,30837,2022
MA,26_34,25_50k,766,2022
MA,35_44,neg_zero,31435,2022
MA,35_44,1_10k,33198,2022
MA,35_44,10_25k,22135,2022
MA,35_44,25_50k,748,2022
MA,45_54,neg_zero,22118,2022
MA,45_54,1_10k,29860,2022
MA,45_54,10_25k,24619,2022
MA,45_54,25_50k,806,2022
MA,55_64,neg_zero,27135,2022
MA,55_64,1_10k,46363,2022
MA,55_64,10_25k,39141,2022
MA,55_64,25_50k,420,2022
MA,65_74,neg_zero,19508,2022
MA,65_74,1_10k,33071,2022
MA,65_74,10_25k,34676,2022
MA,65_74,25_50k,1065,2022
MA,75p,neg_zero,17552,2022
MA,75p,1_10k,39793,2022
MA,75p,10_25k,36714,2022
MA,75p,25_50k,938,2022
MD,18_25,neg_zero,122897,2022
MD,18_25,1_10k,106438,2022
MD,18_25,10_25k,32205,2022
MD,26_34,neg_zero,45340,2022
MD,26_34,1_10k,41260,2022
MD,26_34,10_25k,22562,2022
MD,26_34,25_50k,598,2022
MD,35_44,neg_zero,29970,2022
MD,35_44,1_10k,30832,2022
MD,35_44,10_25k,24032,2022
MD,35_44,25_50k,825,2022
MD,45_54,neg_zero,26806,2022
MD,45_54,1_10k,23018,2022
MD,45_54,10_25k,19620,2022
MD,45_54,25_50k,304,2022
MD,55_64,neg_zero,27563,2022
MD,55_64,1_10k,42153,2022
MD,55_64,10_25k,28511,2022
MD,55_64,25_50k,932,2022
MD,65_74,neg_zero,16251,2022
MD,65_74,1_10k,36385,2022
MD,65_74,10_25k,26560,2022
MD,65_74,25_50k,728,2022
MD,75p,neg_zero,16013,2022
MD,75p,1_10k,36192,2022
MD,75p,10_25k,22362,2022
MD,75p,25_50k,826,2022
ME,18_25,neg_zero,14110,2022
ME,18_25,1_10k,19247,2022
ME,18_25,10_25k,10261,2022
ME,26_34,neg_zero,5998,2022
ME,26_34,1_10k,7055,2022
ME,26_34,10_25k,5269,2022
ME,35_44,neg_zero,4826,2022
ME,35_44,1_10k,6195,2022
ME,35_44,10_25k,6229,2022
ME,35_44,25_50k,344,2022
ME,45_54,neg_zero,3922,2022
ME,45_54,1_10k,6754,2022
ME,45_54,10_25k,4601,2022
ME,45_54,25_50k,61,2022
ME,55_64,neg_zero,3608,2022
ME,55_64,1_10k,8782,2022
ME,55_64,10_25k,8183,2022
ME,55_64,25_50k,274,2022
ME,65_74,neg_zero,1684,2022
ME,65_74,1_10k,7008,2022
ME,65_74,10_25k,11205,2022
ME,65_74,25_50k,267,2022
ME,75p,neg_zero,2074,2022
ME,75p,1_10k,7897,2022
ME,75p,10_25k,7580,2022
ME,75p,25_50k,118,2022
MI,18_25,neg_zero,180101,2022
MI,18_25,1_10k,223397,2022
MI,18_25,10_25k,87891,2022
MI,18_25,25_50k,252,2022
MI,26_34,neg_zero,76048,2022
MI,26_34,1_10k,82210,2022
MI,26_34,10_25k,58736,2022
MI,26_34,25_50k,505,2022
MI,35_44,neg_zero,51314,2022
MI,35_44,1_10k,57428,2022
MI,35_44,10_25k,48542,2022
MI,35_44,25_50k,1346,2022
MI,45_54,neg_zero,41785,2022
MI,45_54,1_10k,55854,2022
MI,45_54,10_25k,44608,2022
MI,45_54,25_50k,1403,2022
MI,55_64,neg_zero,40072,2022
MI,55_64,1_10k,73421,2022
MI,55_64,10_25k,62315,2022
MI,55_64,25_50k,1680,2022
MI,65_74,neg_zero,17813,2022
MI,65_74,1_10k,55401,2022
MI,65_74,10_25k,54134,2022
MI,65_74,25_50k,1276,2022
MI,75p,neg_zero,18718,2022
MI,75p,1_10k,43452,2022
MI,75p,10_25k,37171,2022
MI,75p,25_50k,633,2022
MN,18_25,neg_zero,62295,2022
MN,18_25,1_10k,115557,2022
MN,18_25,10_25k,45821,2022
MN,18_25,25_50k,121,2022
MN,26_34,neg_zero,19149,2022
MN,26_34,1_10k,32569,2022
MN,26_34,10_25k,23264,2022
MN,26_34,25_50k,399,2022
MN,35_44,neg_zero,18980,2022
MN,35_44,1_10k,26990,2022
MN,35_44,10_25k,14370,2022
MN,35_44,25_50k,1395,2022
MN,45_54,neg_zero,14138,2022
MN,45_54,1_10k,18742,2022
MN,45_54,10_25k,15669,2022
MN,45_54,25_50k,221,2022
MN,55_64,neg_zero,18578,2022
MN,55_64,1_10k,32137,2022
MN,55_64,10_25k,23301,2022
MN,55_64,25_50k,716,2022
MN,65_74,neg_zero,5121,2022
MN,65_74,1_10k,20819,2022
MN,65_74,10_25k,22162,2022
MN,65_74,25_50k,1096,2022
MN,75p,neg_zero,9458,2022
MN,75p,1_10k,24744,2022
MN,75p,10_25k,27386,2022
MN,75p,25_50k,425,2022
MO,18_25,neg_zero,130457,2022
MO,18_25,1_10k,128793,2022
MO,18_25,10_25k,49861,2022
MO,18_25,25_50k,191,2022
MO,26_34,neg_zero,38658,2022
MO,26_34,1_10k,40668,2022
MO,26_34,10_25k,29747,2022
MO,26_34,25_50k,1205,2022
MO,35_44,neg_zero,29051,2022
MO,35_44,1_10k,35390,2022
MO,35_44,10_25k,28466,2022
MO,35_44,25_50k,426,2022
MO,45_54,neg_zero,22293,2022
MO,45_54,1_10k,33821,2022
MO,45_54,10_25k,21357,2022
MO,45_54,25_50k,847,2022
MO,55_64,neg_zero,22661,2022
MO,55_64,1_10k,45510,2022
MO,55_64,10_25k,39797,2022
MO,55_64,25_50k,1131,2022
MO,65_74,neg_zero,12157,2022
MO,65_74,1_10k,36539,2022
MO,65_74,10_25k,37031,2022
MO,65_74,25_50k,1424,2022
MO,75p,neg_zero,11755,2022
MO,75p,1_10k,38326,2022
MO,75p,10_25k,28920,2022
MO,75p,25_50k,1073,2022
MS,18_25,neg_zero,97303,2022
MS,18_25,1_10k,66958,2022
MS,18_25,10_25k,18385,2022
MS,18_25,25_50k,114,2022
MS,26_34,neg_zero,25470,2022
MS,26_34,1_10k,31254,2022
MS,26_34,10_25k,20526,2022
MS,26_34,25_50k,578,2022
MS,35_44,neg_zero,22996,2022
MS,35_44,1_10k,26432,2022
MS,35_44,10_25k,21868,2022
MS,35_44,25_50k,253,2022
MS,45_54,neg_zero,19326,2022
MS,45_54,1_10k,24668,2022
MS,45_54,10_25k,19280,2022
MS,45_54,25_50k,777,2022
MS,55_64,neg_zero,16622,2022
MS,55_64,1_10k,29345,2022
MS,55_64,10_25k,26140,2022
MS,55_64,25_50k,257,2022
MS,65_74,neg_zero,6656,2022
MS,65_74,1_10k,23919,2022
MS,65_74,10_25k,27119,2022
MS,65_74,25_50k,977,2022
MS,75p,neg_zero,5215,2022
MS,75p,1_10k,17470,2022
MS,75p,10_25k,18857,2022
MS,75p,25_50k,268,2022
MT,18_25,neg_zero,22136,2022
MT,18_25,1_10k,22060,2022
MT,18_25,10_25k,7239,2022
MT,18_25,25_50k,45,2022
MT,26_34,neg_zero,5916,2022
MT,26_34,1_10k,8149,2022
MT,26_34,10_25k,6103,2022
MT,26_34,25_50k,64,2022
MT,35_44,neg_zero,5669,2022
MT,35_44,1_10k,5678,2022
MT,35_44,10_25k,4264,2022
MT,35_44,25_50k,26,2022
MT,45_54,neg_zero,3032,2022
MT,45_54,1_10k,4830,2022
MT,45_54,10_25k,2739,2022
MT,45_54,25_50k,79,2022
MT,55_64,neg_zero,3341,2022
MT,55_64,1_10k,9209,2022
MT,55_64,10_25k,5271,2022
MT,55_64,25_50k,244,2022
MT,65_74,neg_zero,1227,2022
MT,65_74,1_10k,7531,2022
MT,65_74,10_25k,8665,2022
MT,65_74,25_50k,362,2022
MT,75p,neg_zero,852,2022
MT,75p,1_10k,6964,2022
MT,75p,10_25k,4937,2022
MT,75p,25_50k,115,2022
NC,18_25,neg_zero,230295,2022
NC,18_25,1_10k,213794,2022
NC,18_25,10_25k,74457,2022
NC,18_25,25_50k,568,2022
NC,26_34,neg_zero,70727,2022
NC,26_34,1_10k,78953,2022
NC,26_34,10_25k,54592,2022
NC,26_34,25_50k,1743,2022
NC,35_44,neg_zero,56850,2022
NC,35_44,1_10k,59835,2022
NC,35_44,10_25k,49958,2022
NC,35_44,25_50k,1177,2022
NC,45_54,neg_zero,48166,2022
NC,45_54,1_10k,48290,2022
NC,45_54,10_25k,41369,2022
NC,45_54,25_50k,2697,2022
NC,55_64,neg_zero,43959,2022
NC,55_64,1_10k,71971,2022
NC,55_64,10_25k,59846,2022
NC,55_64,25_50k,1698,2022
NC,65_74,neg_zero,18182,2022
NC,65_74,1_10k,55446,2022
NC,65_74,10_25k,67328,2022
NC,65_74,25_50k,2426,2022
NC,75p,neg_zero,17454,2022
NC,75p,1_10k,49267,2022
NC,75p,10_25k,53853,2022
NC,75p,25_50k,1169,2022
ND,18_25,neg_zero,11695,2022
ND,18_25,1_10k,17024,2022
ND,18_25,10_25k,8087,2022
ND,26_34,neg_zero,2421,2022
ND,26_34,1_10k,3054,2022
ND,26_34,10_25k,2369,2022
ND,26_34,25_50k,263,2022
ND,35_44,neg_zero,2945,2022
ND,35_44,1_10k,5349,2022
ND,35_44,10_25k,2750,2022
